water_tower,measurement_timestamp,consumption,preassure
Elche Metropolitana,1518550907517,7932.751609401956,2.7553357437183097
Alicante Metropolitana,1522802961756,653.8966677475055,1.9340483558617896
Elche Metropolitana,1521399561350,8891.380292341906,8.592801078081768
Alicante Diseminado,1520876513722,864.9761685480684,6.985327761100062
Elche Diseminado,1524342715509,6336.635498764928,3.0594409981357207
Elche Diseminado,1523347982279,5600.6360761783535,9.59206528174202
Alicante Metropolitana,1516773269712,4619.708183890062,1.879201699238787
Elche Metropolitana,1515997807493,1234.277814945597,1.526381211050717
Alicante Metropolitana,1518544497286,4839.002357489888,4.165090884396669
Alicante Metropolitana,1514768868534,3457.0924554280014,9.530364743344009
Elche Diseminado,1523470031485,6048.7914845517935,9.872199656118184
Alicante Metropolitana,1515403318658,5634.224439542679,2.3228434265743414
Alicante Diseminado,1520007003813,267.08102023465074,7.993085599831712
Alicante Diseminado,1517053547826,6942.583765643263,4.800258472061325
Elche Metropolitana,1524834347489,2656.564465611091,1.0509520523167006
Elche Diseminado,1522790271864,7537.925770300105,5.406014478469223
Santa Pola,1525660945289,619.8748509438778,4.415400033699196
Alicante Metropolitana,1521574464110,7560.515322532679,9.051085336914621
Alicante Metropolitana,1524193207401,6959.278300609427,7.956261390637859
Elche Diseminado,1524178239913,9682.347648012561,4.728267019879938
Santa Pola,1516744458008,4331.6366275763785,9.378505710312663
Santa Pola,1525248704515,6999.982153454493,3.3728365968537783
Alicante Diseminado,1519487833100,4834.429362928424,6.762648863230621
Alicante Diseminado,1526262167696,5274.2893895855605,5.0938851860226935
Santa Pola,1514821824940,6263.34880655286,4.207057882891058
Elche Diseminado,1517792120720,7855.579461078556,1.8136351966105555
Alicante Metropolitana,1516048053964,0.21964197390644813,9.375929645689244
Alicante Diseminado,1516315461198,5763.389749133565,6.210175172628844
Elche Metropolitana,1516789485023,6530.6513151730405,5.316686267354858
Elche Metropolitana,1521363965617,1891.5199268814397,8.906704447448735
Alicante Metropolitana,1516989163564,852.8584204866585,7.7876798799583
Elche Diseminado,1520656425873,5390.156661468789,4.632333915422329
Elche Metropolitana,1521451287011,1257.4223271709784,4.48870298656746
Elche Diseminado,1516836654257,4132.28776383412,4.877171573742636
Elche Diseminado,1515839798933,8581.163959973916,7.041341557611789
Elche Metropolitana,1523929146239,1325.4227529672858,8.367418798145863
Alicante Metropolitana,1520212489283,8300.274391792296,8.56329176228808
Santa Pola,1520982777938,7109.814166969829,2.2155569503047676
Elche Metropolitana,1524187599003,7943.731599260667,6.005482290625078
Alicante Metropolitana,1521871556780,8184.253228954094,1.4712173702341365
Elche Metropolitana,1521282368062,7404.75251064782,8.230401084438308
Elche Metropolitana,1526288598359,9478.246128901887,6.030750259817008
Alicante Metropolitana,1525646153909,7571.437978634383,8.600975578356909
Elche Diseminado,1519674438312,2086.857980607001,2.7879893532753472
Elche Metropolitana,1521236752741,6976.547956295741,8.157070222897893
Elche Metropolitana,1515970100566,1022.3602478647808,6.412789453062258
Elche Metropolitana,1520655857212,4985.665470552993,3.2555329584269446
Elche Metropolitana,1515743001371,9109.983639605376,4.731345225692727
Alicante Metropolitana,1521573789649,1637.3387117737448,5.885237133927845
Santa Pola,1524031262850,1607.8902672150075,4.739655053778485
Elche Metropolitana,1520847498790,1271.842055470296,7.7628762749596625
Alicante Metropolitana,1519893343176,5507.616577058489,3.058079467524456
Elche Diseminado,1521241214941,7645.330688111875,1.6651120055674729
Alicante Metropolitana,1516850261849,5924.256118169045,4.117698670265552
Elche Metropolitana,1522649573926,702.9376997316849,1.7292610442865326
Elche Diseminado,1524433832478,7061.491378221795,7.326864634245827
Elche Diseminado,1522837201630,6351.046373989583,1.8617857577218015
Santa Pola,1516124902525,7561.304480992903,7.043500825314502
Alicante Diseminado,1523347315153,970.4243128414791,4.502159902598709
Elche Metropolitana,1518620658789,6246.4172263876835,8.321982349762996
Elche Diseminado,1518804861966,2272.696222565582,9.429093376094205
Elche Metropolitana,1518694405083,4272.5375179955645,6.481331583590651
Santa Pola,1523068634217,2936.563487633069,3.4050647577237236
Elche Metropolitana,1519062498598,5958.242882377406,5.190600820052564
Santa Pola,1517501469917,7658.130952356291,5.182094789752939
Elche Diseminado,1523421973139,3936.7510324455943,8.94716003317913
Santa Pola,1526304105605,6171.995111394524,7.288998718867362
Elche Metropolitana,1519129561727,2996.579113378659,6.839393020865702
Alicante Metropolitana,1524557254835,4615.198028857303,3.5562132086110814
Alicante Diseminado,1517974556956,8041.95484561829,2.967328334084402
Santa Pola,1518083083641,5820.815766537771,1.2261671050958984
Alicante Metropolitana,1523087956398,8097.842289179314,4.20699959015054
Elche Diseminado,1521234240667,1455.9025012770887,6.508325657290982
Alicante Metropolitana,1518257101974,1776.1250688694086,2.2634571554112624
Santa Pola,1521437804258,1656.980754766597,8.339639210923089
Elche Diseminado,1518506107726,8317.20120993935,1.6597571254575276
Elche Diseminado,1516411485499,5445.273020353311,6.017161376036657
Santa Pola,1520952263190,8563.22666231477,6.728758157096648
Alicante Metropolitana,1515436435283,1223.7323066909378,1.0575109032429795
Elche Diseminado,1517041448203,8310.043242472062,8.857588820304045
Alicante Metropolitana,1521855919862,2011.4129312707796,4.407580180707246
Alicante Diseminado,1523638705504,1428.6120433752137,6.308694434545027
Elche Diseminado,1523622395407,2781.452110518742,7.8753620010821574
Alicante Metropolitana,1515030565465,3705.9238910207937,3.6804211037558145
Santa Pola,1519454461049,4989.266458615364,5.528410531236267
Alicante Metropolitana,1525746819836,7272.087621471901,4.138840270062859
Santa Pola,1522042128142,6077.972185494313,7.003929604180903
Elche Diseminado,1514902365737,4897.225681473992,8.576455427501179
Alicante Diseminado,1524458419726,4306.866627672243,1.9438417271268826
Elche Diseminado,1517842716361,1130.5501317528276,9.787801116586936
Elche Metropolitana,1518643929255,8508.092597544573,9.684540978441218
Alicante Diseminado,1521482138795,2558.581188783998,2.6109528168207747
Santa Pola,1523128768845,5864.07757708349,8.202745857299895
Santa Pola,1515629744965,7105.646520409708,2.5844371815993545
Alicante Metropolitana,1525855016271,8025.841297891312,3.19306550621077
Elche Diseminado,1514856112703,3505.582220890532,6.574335226942155
Elche Diseminado,1521650872514,3382.7565600150833,2.3380562168490573
Alicante Metropolitana,1519895821443,2721.124931034593,6.447267658331516
Alicante Metropolitana,1517848330049,9182.89479671445,5.7907670402148685
Alicante Metropolitana,1515319203529,4461.189487575951,3.3929243461935084
Alicante Metropolitana,1516894757533,556.6434032472666,6.042537450458323
Elche Diseminado,1524379397822,6937.867910106247,5.749729528490371
Elche Diseminado,1518978608486,3097.731431556363,6.335236875664955
Alicante Metropolitana,1521640544835,5227.010683507107,7.670674632551781
Elche Metropolitana,1520322270706,5920.975508673873,8.276992354361028
Elche Diseminado,1523231929038,1788.1241837277505,9.663527123346174
Elche Diseminado,1524571071622,4935.2006282752445,8.181150801559443
Elche Metropolitana,1518231054107,2696.4816733067278,4.310383896845892
Santa Pola,1521701141269,434.50854230919543,9.73370264335163
Elche Metropolitana,1517216273036,5063.409195813309,7.494159735697485
Alicante Diseminado,1516801585292,6525.662410378159,7.079242213794323
Alicante Metropolitana,1514880545121,4567.8079009942085,3.0401547699714957
Elche Metropolitana,1516709378508,3024.5917190703985,7.988901997199342
Alicante Metropolitana,1525435176797,2994.1495500903293,4.617049488933952
Alicante Metropolitana,1517250408758,9543.7702708522,7.986176954454442
Elche Metropolitana,1522053958119,5558.470090093935,5.667518462147687
Elche Metropolitana,1525663788866,5040.597281905502,8.296416047050267
Alicante Diseminado,1522795475854,3962.108236494307,1.3789625358922217
Santa Pola,1523027941032,9730.572865007578,6.244441223026714
Alicante Diseminado,1515913297699,7789.879370360325,5.42374906850018
Elche Diseminado,1521893260985,5434.879265482336,9.168745587472753
Elche Diseminado,1519522771343,1595.941481219384,8.700442168210156
Elche Diseminado,1516543843744,7946.095108656025,1.6493460392976322
Alicante Diseminado,1518236272738,8251.460234241673,4.955066205888325
Alicante Diseminado,1515359348829,5617.642244603577,5.282673402052625
Alicante Diseminado,1515214473090,7002.630938316695,8.449962370049777
Elche Metropolitana,1520496326469,2828.2439729234843,3.585767931080303
Elche Diseminado,1521412583730,4690.893470736024,6.408130277810327
Santa Pola,1515323716699,7184.502882436415,7.37917744271454
Elche Metropolitana,1518879742053,3255.8642320302833,6.595344951573095
Elche Diseminado,1523396125898,4773.296866368275,2.0246641199048425
Elche Diseminado,1515049698168,1480.0138835598352,3.930790571326831
Santa Pola,1522646543850,9159.577088530124,1.9746709675377723
Alicante Diseminado,1522816405323,978.7658127745713,5.703858095742571
Alicante Metropolitana,1518917269880,9583.879438608072,2.054202782036187
Alicante Metropolitana,1521477093148,8527.889978848558,3.6987680203088473
Santa Pola,1516066214123,9797.825091067241,3.082733693502907
Elche Diseminado,1524409048600,6127.758841887022,7.639990249270706
Elche Diseminado,1526325271086,3234.3730180309594,1.9293939740310277
Elche Diseminado,1522227395635,5396.065491759571,5.514689313886016
Santa Pola,1521139538448,289.5834112542395,1.8749573781952442
Elche Metropolitana,1526097601492,8750.052260354627,8.924490107580063
Elche Metropolitana,1518277217389,9906.531486671134,6.189363700305967
Santa Pola,1518581578885,2362.3914137436395,1.9380064486830815
Elche Metropolitana,1521267107069,2556.230496982835,4.704787639906883
Santa Pola,1524923277796,2049.482045749331,4.445387730883024
Elche Metropolitana,1524830447572,2514.7915890614213,1.6494269449310222
Alicante Diseminado,1519291512613,5183.400297544701,1.825058359034541
Elche Diseminado,1516099139351,1826.9130114018872,9.376067792726026
Alicante Diseminado,1515382271515,9792.864045321741,8.461115445109748
Alicante Diseminado,1515260970023,7373.633306332014,5.367281979521735
Santa Pola,1523741745128,6712.087897223348,2.599702609486703
Elche Diseminado,1523383347055,4260.519286418569,9.873113991173515
Alicante Diseminado,1516772708814,5500.5426869308785,9.706843692703929
Elche Diseminado,1517295112321,6149.987299315782,1.812842380951843
Santa Pola,1520299575074,1412.6979321144795,2.8413163847720955
Alicante Diseminado,1523807328376,5369.095993268556,8.57410880309429
Santa Pola,1521536764360,3664.432496932919,5.1781293303109726
Alicante Diseminado,1515437774066,2577.5309531852517,6.209381319469736
Elche Diseminado,1525283334210,7422.325872685096,4.756043248162687
Elche Metropolitana,1517069617331,5867.386533196919,1.2859790863570009
Elche Diseminado,1526105145067,4641.291453693517,1.90797809411543
Elche Diseminado,1521287056134,7774.225994095076,5.774415139553643
Elche Metropolitana,1524257379470,3933.7330498225074,3.592099276742127
Alicante Metropolitana,1524488244224,9211.007865018946,3.065280692281843
Alicante Diseminado,1524833851468,147.25211083021605,8.03805433605471
Santa Pola,1517160077619,661.883591867185,8.349439419054066
Elche Metropolitana,1518866984033,1552.8419284171136,4.528365112239463
Elche Metropolitana,1518174574760,3121.983323503482,4.652655134455934
Alicante Diseminado,1524166192977,7960.8994261889975,2.480108516218915
Alicante Metropolitana,1518649781997,1934.320671639399,9.300014288659419
Alicante Metropolitana,1522120551635,8404.8729056306,2.028225309373867
Santa Pola,1525106435250,1960.926175805705,2.1302232050290746
Alicante Metropolitana,1524086067331,4435.350125784254,3.371068702411331
Elche Metropolitana,1521843037010,8086.74917290037,8.577278387192319
Elche Metropolitana,1515000402026,3401.903076410031,5.63169679603462
Alicante Diseminado,1516643377604,5095.595219119949,2.197176103545805
Elche Diseminado,1517348090510,4784.104316908535,4.099007896182069
Alicante Diseminado,1523458131180,3504.259249407515,3.5073376644938996
Elche Metropolitana,1525945582865,1811.4970697254928,2.9661885155607837
Elche Diseminado,1521446466207,9882.898638830979,4.796229620044361
Alicante Diseminado,1525437923936,9086.523383996942,9.308551391325583
Santa Pola,1521391446670,1699.5575841427835,6.410887108337508
Elche Diseminado,1525707177780,8817.752332537906,9.307925982132689
Alicante Diseminado,1524672182816,9273.540475184776,9.70418929676069
Elche Metropolitana,1518171315987,9187.427793443092,6.803440969875711
Alicante Metropolitana,1523958584592,9471.526089532481,2.2721617917184136
Alicante Metropolitana,1520182747771,5359.265796372881,8.17329215846436
Elche Diseminado,1519965788409,3237.3291837269826,9.382004149958274
Alicante Diseminado,1524054406538,2365.291869843976,2.5054880491954408
Alicante Metropolitana,1519217081404,1090.9268465312882,3.8274672418652886
Elche Diseminado,1516430956700,9502.13934263851,5.343188488642702
Alicante Metropolitana,1519451562871,7369.22436366478,4.9795667347492945
Alicante Diseminado,1524555859779,3266.1140962929903,2.137595795114005
Alicante Diseminado,1523916503023,7095.429443584008,9.883616612877377
Elche Metropolitana,1518483903029,3362.9492817423525,7.8182933093240194
Elche Diseminado,1526126688371,8567.122327892374,7.597543926201805
Elche Metropolitana,1521466298749,1913.0834482796076,8.206399991506402
Elche Diseminado,1520315653353,5832.228571304407,4.958176582387119
Elche Diseminado,1522063576885,7701.4081600891905,5.008462017256935
Santa Pola,1518176749938,1951.7180943234268,4.038648466489295
Elche Diseminado,1518109275502,5312.985142789885,5.1394695494326275
Elche Diseminado,1525609311784,7110.585932865837,6.6623325023595985
Alicante Metropolitana,1517385684940,9514.107591198916,4.162465287773598
Elche Metropolitana,1520560107292,1503.5523109413996,6.003316089434108
Alicante Metropolitana,1514958776622,2008.2934368906513,9.880202349708004
Alicante Diseminado,1515688519636,9397.06206813573,9.818678096853708
Elche Metropolitana,1522747321737,4558.602045253127,5.931263544536021
Alicante Metropolitana,1523229090028,5844.3924110653215,6.451247398247246
Alicante Metropolitana,1524863339769,2262.3730577703673,1.6181789422866242
Elche Metropolitana,1516167662147,1233.3609644767107,7.7445162272228245
Elche Metropolitana,1524438092696,627.0340634303884,4.235006634635697
Alicante Metropolitana,1522535603499,4110.108948493751,4.4637608029280855
Alicante Metropolitana,1518831828264,2163.8144710377437,3.853146827185976
Elche Diseminado,1516609156146,2898.0756240119777,2.027795244817191
Alicante Diseminado,1515940199961,5349.177947045673,4.341063366322135
Alicante Metropolitana,1516437673257,9677.61706806758,4.470019449602951
Alicante Metropolitana,1523675826965,1511.6645342190027,7.32012567497229
Elche Metropolitana,1524178881132,5913.0907114430265,4.886682721538215
Alicante Diseminado,1519683561177,2661.0261122205525,3.2647889765894638
Santa Pola,1520422558372,5652.574482638332,1.578625468203295
Alicante Metropolitana,1519867412346,431.9328262298361,7.701820044841976
Elche Diseminado,1516926972703,3924.1702169423875,8.260893052773948
Alicante Diseminado,1523575784725,7446.694320986435,8.611554585020905
Elche Diseminado,1518261631435,1399.6069964452563,5.951216835634445
Elche Diseminado,1515190931717,9777.499597602362,9.320095685925432
Elche Metropolitana,1523215716937,8351.532103630494,9.640560692983891
Santa Pola,1516213562848,3021.9417442140816,4.535556011648049
Elche Metropolitana,1525471956554,8195.072719189886,5.696570798348695
Elche Metropolitana,1520990082116,9614.059793765275,5.926978042573156
Santa Pola,1516487530446,6641.73779792892,9.818475083712126
Alicante Metropolitana,1518818875644,8838.131522100886,9.804235587962442
Elche Diseminado,1519791637959,8038.5626233377025,3.5503191689000024
Alicante Diseminado,1517194472068,1365.9564238479993,8.932869458277626
Santa Pola,1516477022162,997.7580026307243,4.573615714176173
Alicante Diseminado,1525565663749,8430.415572652184,1.1328618510764612
Elche Metropolitana,1523171614743,6862.287350370298,9.016061304625332
Santa Pola,1518523983866,2574.9531487287536,7.14855168476848
Elche Diseminado,1519496514848,6945.265293912867,8.940155551945224
Santa Pola,1520187090075,9257.99218630251,7.213030714478781
Alicante Metropolitana,1517878034000,7090.891311392194,7.652323697545478
Alicante Diseminado,1524119963543,3387.38384537991,3.4336981631949346
Santa Pola,1523051644731,7356.880658009978,1.1724980260714324
Santa Pola,1525080821707,8089.393659903532,2.7915546418985038
Alicante Diseminado,1521467951088,8688.082438983682,4.134920266823092
Alicante Diseminado,1520481188966,1752.163394006916,4.556783400964067
Elche Diseminado,1524466098658,2222.536220116017,4.13636436717189
Santa Pola,1514943538954,7806.687929619329,6.081213997067739
Elche Metropolitana,1517855780083,8565.136526364,4.503421347985739
Alicante Diseminado,1516167465853,9404.912747761222,7.185508796323354
Alicante Diseminado,1520026708581,7710.92706178691,3.5750508453835974
Elche Diseminado,1523230359453,4653.923409544599,5.5927414359171435
Elche Diseminado,1524385781762,8222.849050135928,3.447936929100517
Elche Metropolitana,1516889184783,5710.855865283826,9.035916218539313
Santa Pola,1518106000734,9649.186637819957,1.7848488504270978
Santa Pola,1524465256357,1105.1474162840036,7.910987068816499
Alicante Metropolitana,1516410816951,9989.273585382653,5.088290040784593
Alicante Diseminado,1523178953580,6707.991544696896,6.562857840406142
Santa Pola,1519479225193,4201.65210438939,7.113162408275108
Elche Metropolitana,1516330389497,1307.2200198821238,7.511238668379762
Santa Pola,1519311853891,7479.853779621588,1.7167142081229771
Santa Pola,1524618885408,7256.468717773575,4.767838105615395
Alicante Diseminado,1521409957655,366.20558631832444,9.149053554470761
Alicante Metropolitana,1522169635078,4909.861698374405,9.161646879963646
Elche Metropolitana,1516614753664,6761.845097097584,8.207430353814134
Elche Diseminado,1521950794325,6586.31185326361,9.918879927130407
Alicante Metropolitana,1515547569753,2106.633515131888,8.974108374955243
Alicante Metropolitana,1519397844695,2122.308484751031,5.273595407352412
Alicante Metropolitana,1519014592900,5048.190858879175,9.523568780346146
Elche Metropolitana,1525396015192,3997.030545632212,5.813371535673923
Santa Pola,1522406600837,7774.769249182653,9.509098822832046
Elche Metropolitana,1518763393819,457.42212754451003,4.842820438697094
Santa Pola,1526169940032,8920.843064650482,2.7029302531419996
Elche Diseminado,1520329347470,6855.686259908583,3.398836733221702
Santa Pola,1519102901628,6171.567207270663,3.591165522282784
Alicante Metropolitana,1518581134215,4119.314281925721,4.513466327544508
Alicante Diseminado,1522793900680,3138.9649573714805,2.3020240562292122
Elche Metropolitana,1521525814761,5514.819406986139,5.226128917509321
Alicante Metropolitana,1520219196850,3334.590811840332,4.913810589604015
Elche Metropolitana,1519139542719,4555.8926876959595,1.8063028097621774
Alicante Metropolitana,1519617853868,6294.614489640897,6.309746525930915
Elche Diseminado,1520631265633,5103.347870631576,3.1119039196176512
Alicante Metropolitana,1517890669996,8255.978319638949,9.54686962812654
Alicante Diseminado,1523290450102,4930.640602236177,5.797098332437525
Santa Pola,1516338637985,3080.4549376420155,7.117733043380882
Alicante Metropolitana,1519849144935,4652.223352467966,7.24675584016687
Alicante Metropolitana,1521120719793,4834.18715187094,1.5967770367868028
Elche Diseminado,1515031628243,685.3142826989223,4.1975163641133015
Santa Pola,1522013872182,5247.449571230456,9.543757552503907
Elche Diseminado,1518836299038,1852.1520662524615,5.317102742721255
Alicante Diseminado,1518225270856,7145.382288580755,6.332972077067393
Alicante Diseminado,1524581067499,6872.652879139435,5.963787350491178
Alicante Metropolitana,1523066966306,2853.3772678952805,2.4092343062965327
Elche Metropolitana,1516553826004,2384.707602751653,7.709010169439468
Alicante Diseminado,1524894895915,7330.374992823741,3.5245260849728846
Elche Metropolitana,1521635955410,1685.9777894599904,3.188987436559872
Elche Metropolitana,1516830360541,5958.61507276893,5.012226023589075
Alicante Diseminado,1524426453239,4219.5175415956,7.7727138316034985
Alicante Diseminado,1523052202353,6269.1367172141345,2.5866684190342437
Santa Pola,1516576100989,9125.888667636875,6.735448100910081
Elche Diseminado,1525400599888,7028.011465032461,8.265157320436543
Elche Diseminado,1521641373658,3848.1798887729424,8.420982607565662
Elche Diseminado,1524918005899,7904.837017192828,5.284022885177599
Elche Metropolitana,1523312857942,7478.072698252149,2.266765030199995
Alicante Metropolitana,1525503674751,6811.6263753390185,8.144309695431474
Santa Pola,1525543304280,3094.4779488910613,8.419420765470278
Alicante Diseminado,1517657272143,4166.304834860348,3.2373209605762594
Alicante Metropolitana,1518611392027,1803.6051024184274,6.91423831473308
Alicante Diseminado,1525127415371,5794.029697377236,3.1008127550393905
Santa Pola,1515518639968,9791.900925660733,7.427929846783149
Alicante Diseminado,1521187061076,8295.631071584927,1.9350060693487947
Alicante Metropolitana,1518110895566,8164.237131599643,3.651239979057161
Elche Metropolitana,1526367785168,5519.662798629543,9.82446188308324
Elche Diseminado,1521699411597,6594.195173597985,5.818893950211715
Alicante Diseminado,1518614637707,472.7169271002385,6.70106279351937
Elche Diseminado,1518283576860,2072.064410140546,9.973487412215528
Santa Pola,1515980282599,6510.221232438738,2.1674562824551993
Alicante Diseminado,1521148309648,7297.615481452998,7.821323987213077
Elche Diseminado,1519437430964,3861.2092299111478,9.519005196836519
Elche Metropolitana,1516132389927,2830.603860782823,7.078643563046748
Elche Diseminado,1517857386933,9232.17148044719,3.4538185919978646
Alicante Diseminado,1518941341740,5468.981168998508,9.282714716514977
Elche Metropolitana,1518798473148,5965.216311926673,9.958331003670862
Alicante Diseminado,1518497126638,9984.061392900541,3.467402293297538
Santa Pola,1516602818851,4738.954380000489,3.06799731011624
Elche Diseminado,1521941467513,7646.753557797499,5.203735457841833
Elche Metropolitana,1523091725890,9552.918805130776,9.3125402364028
Alicante Metropolitana,1523617822895,9348.340512895622,1.9632298553340473
Elche Diseminado,1522579670086,7986.699943311155,2.1015448902637823
Elche Diseminado,1515739874215,2122.64926802192,9.085089535377984
Alicante Metropolitana,1523800977681,4307.09912600582,1.4523021268417473
Alicante Diseminado,1520847706523,3326.487093814504,3.020661550134636
Alicante Metropolitana,1518377780120,3386.22498962482,2.965458152358092
Alicante Metropolitana,1516105235866,1352.8596235161638,9.383695637703916
Santa Pola,1524072592957,6819.978556273834,2.0260969391521244
Santa Pola,1516196773049,1971.686551126245,3.6122992127425384
Elche Metropolitana,1523632401165,4269.918008980257,4.4400405773249085
Santa Pola,1514968565058,3256.354758814203,2.39957777481398
Santa Pola,1516721178456,1427.508113176994,8.48616212090096
Elche Diseminado,1519059985296,4814.161792853239,8.093390672236504
Elche Diseminado,1525295025953,4688.108789405882,3.074222630991671
Elche Metropolitana,1524010463126,8297.710689755975,4.3012037284115685
Santa Pola,1520812252115,8014.3911054501905,2.805143207019904
Santa Pola,1516396332694,4408.429905478189,7.833681181039215
Elche Metropolitana,1516221946838,7577.787936810661,3.559604628645567
Santa Pola,1514930522291,4426.823540378694,6.685697745916348
Alicante Diseminado,1519342062999,8972.852536848874,7.848357292438421
Alicante Metropolitana,1521091062704,624.9056954671728,5.084338927107558
Alicante Diseminado,1520280222965,5362.347045353474,6.066824278154305
Alicante Metropolitana,1524098587339,1172.754372810292,9.269775048844654
Elche Metropolitana,1521487175411,1808.1028592953785,3.0717960474046397
Santa Pola,1517795084348,7052.374167627134,4.494852838684644
Elche Metropolitana,1518862953630,7879.597229034421,3.7005875928631533
Alicante Metropolitana,1516690677724,6265.271031265804,8.178410975620931
Santa Pola,1515646477736,4884.624828861036,8.48335303277244
Elche Diseminado,1519414860205,7521.179587476146,3.5368684784120363
Alicante Diseminado,1524363586791,3872.416347088804,7.563336459934964
Elche Metropolitana,1518056460247,8224.35477539514,9.934280519560922
Elche Diseminado,1523272934155,7224.275824641483,2.49519626116296
Santa Pola,1523373549069,6495.994396384408,7.314616777574523
Elche Diseminado,1524464477724,4797.839894589629,5.282012948238272
Elche Metropolitana,1516118270481,8200.900253266285,8.772583355558766
Alicante Diseminado,1525384866451,4814.60944733603,8.697192307987258
Elche Diseminado,1516263027042,8506.97597379229,2.2336736486778475
Alicante Metropolitana,1523036985028,467.73953481256234,2.8539166266826
Elche Diseminado,1523023541126,7212.3487859512115,4.722404079892426
Alicante Diseminado,1521730776966,3671.6662324478843,5.271614318139839
Santa Pola,1514910598479,1523.6235433986035,4.343234747111968
Elche Diseminado,1526162301651,4384.836992351462,2.5984451312251577
Elche Diseminado,1517596682865,7045.209010392572,7.979273525413145
Santa Pola,1522039026869,345.98749203750947,3.646149012798448
Alicante Diseminado,1519058516246,2691.589259587549,7.453593994444087
Alicante Metropolitana,1525307196908,6158.836938631736,9.940550057611052
Elche Diseminado,1521250243611,2148.7582858716137,7.912900918302933
Elche Metropolitana,1515464718816,9738.260483306649,4.619334739929251
Alicante Metropolitana,1520165061363,4292.655126088546,7.938329507419902
Santa Pola,1523931777270,6537.48453699506,3.8253030057552984
Elche Diseminado,1520848231531,4737.992652110923,1.677999258030896
Alicante Diseminado,1516261151346,5331.1885540603835,3.8115220315651657
Alicante Metropolitana,1523856963723,506.98400600349134,1.6540506460331104
Elche Diseminado,1515654276902,627.3911539128974,2.6861980833540744
Elche Metropolitana,1515801337727,7471.0589324014545,5.249194523222109
Elche Metropolitana,1521418097604,6191.357456762908,1.4842327856652773
Elche Metropolitana,1521786020494,2867.6940117191007,4.04891351247506
Elche Metropolitana,1524120786035,9392.999024797395,1.4377245097486715
Santa Pola,1519468301255,5.135792907250414,2.73112911090441
Alicante Metropolitana,1523298587703,2196.3708492353885,9.496602837336553
Alicante Metropolitana,1520681280385,7509.001667127636,7.539080953384854
Elche Diseminado,1514794421487,5773.621907826885,1.4365016143160538
Elche Diseminado,1515722303546,37.58145046499961,6.6929535878893684
Santa Pola,1520301121518,1240.466911996102,8.410157939893123
Elche Metropolitana,1524343404540,9500.579538975482,4.614395761987653
Alicante Diseminado,1515055194387,2869.719991572939,1.8910874440629324
Elche Diseminado,1519674872562,9778.433626379248,1.1320765738022405
Elche Metropolitana,1517893177725,6611.9026792802515,8.851305703318317
Elche Metropolitana,1523682430902,1791.7355442403348,6.127736254372412
Elche Diseminado,1517402056945,3907.9531745351405,2.039555910373444
Alicante Diseminado,1524621295265,8426.417883819202,2.94794937180681
Elche Metropolitana,1523609671523,4273.940689192152,9.218693292837667
Elche Diseminado,1515446145046,6407.655511484939,1.2575186184638998
Elche Diseminado,1518595300773,8036.684406151348,7.040094530382211
Elche Metropolitana,1524218615259,1169.7191925341122,5.244814040916606
Alicante Metropolitana,1515112496375,5939.673403943018,7.076139072283176
Elche Diseminado,1524226960515,9739.374362162493,2.895870052216498
Santa Pola,1519658336590,2251.224723455799,6.75232369511087
Elche Metropolitana,1523144279936,9221.469169789963,8.121169554210175
Elche Metropolitana,1524974720501,9754.145118483008,4.096098098318617
Alicante Diseminado,1519261203103,5853.825867167246,1.0089438116034755
Elche Metropolitana,1525957716133,5092.785791875758,8.73971068845864
Alicante Metropolitana,1524320595109,8589.528811681843,5.2441641926874345
Alicante Diseminado,1520281495576,3959.344854946889,1.9399809119510476
Elche Metropolitana,1515691991960,8763.201006164467,3.5876616165805584
Elche Metropolitana,1520536155705,1127.6438410025823,9.954928003039411
Elche Diseminado,1518499220918,9401.25606251588,9.93341491643702
Alicante Diseminado,1522084317798,2483.6970409911905,3.153022088260084
Santa Pola,1525183966038,5686.01381914271,6.486443020655506
Elche Metropolitana,1518325517538,1254.3432902192487,3.0804384178297743
Elche Metropolitana,1525247765998,3085.671203444058,9.907805885768001
Elche Metropolitana,1515120789891,3861.801371286199,5.755927350279537
Alicante Metropolitana,1515655104720,3207.6004379399014,2.5220877306359277
Elche Metropolitana,1520208020606,1636.425981750206,5.834665960083901
Elche Diseminado,1518377326170,3655.595838952134,8.66059777389952
Elche Metropolitana,1524130178272,2375.850544082343,2.292301118030753
Alicante Metropolitana,1521821884836,975.2157272173267,4.39400276905422
Alicante Diseminado,1519260011307,9101.852127268392,6.84421954170711
Elche Metropolitana,1516978393520,9344.637448396548,4.280919392327679
Alicante Metropolitana,1521422875363,5671.581608292645,4.117461963942109
Alicante Metropolitana,1517108018146,1673.8685695181377,9.361834219821429
Alicante Diseminado,1522294112522,9192.61302065429,8.437191653487723
Santa Pola,1515131857624,8148.497648146682,8.614641442021176
Alicante Metropolitana,1523016040707,472.68885423399576,1.537221848182829
Alicante Metropolitana,1522231058168,856.8912296694608,9.588915918457623
Santa Pola,1523083468037,7047.364386780441,8.044467332769317
Santa Pola,1520275077171,2013.1471040956728,6.819546931797251
Elche Diseminado,1525296133644,6340.737097430433,4.314470817361359
Santa Pola,1524526723041,5225.263685167446,2.860547180985038
Santa Pola,1523071412572,3614.489791591422,1.597980948637844
